text,score
"גם לקואליציה מותר להפסיד, זו לא בושה. 
",
"- - - מבקשת את ההצבעה. 
",
"קואליציה כמו שלכם יכולה גם להפסיד. 
",
"מי בעד שירים את ידו עכשיו.
",
"אתם גונבים פה הצבעות. 
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אתם גונבים פה הצבעות. אתם גונבים גם קולות וגם הצבעות. 
",
"מה היא עושה, היא לא נורמלית זאת. 
",
"אתם גונבים קולות והצבעות.
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"לא מתאים לכם. 
",
"רוויזיה - - - רוויזיה.
",
"בושה. 
",
"לא יאומן.
",
"אנחנו עושים הצבעה שמית - - -
",
"מה זה ""שמית""? הייתה כבר הצבעה. 
",
"לא, לא, לא, לא, לא - - -
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"בה זה הדבר הזה. 
",
"היועצת המשפטית ארבל - - - 
",
"שבו סביב השולחן - - -
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"התחילה כבר הצבעה, אין דבר כזה להחליף באמצע. 
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"קואליציית - - -
",
"היועצת המשפטית אומרת לה שהייתה הצבעה. 
",
"בטח, הייתה הצבעה.
",
"תירגע, תירגע.
",
"יש גבול לכל דבר. 
",
"הייתה הצבעה, זה מה שהיא קבעה, הייתה הצבעה. 
",
"למה את מסתירה את היד? 
",
"מסתירה את הפרצוף, זו בושה. 
",
"עידית, למה את מסתירה עם היד, תדברי לפרוטוקול, למה את מסתירה את הפה שלך, תדברי לפרוטוקול. אם זאת התייעצות שתגיד לפרוטוקול איך היא מרמה את הכללים. שתגיד לפרוטוקול. 
",
"מזלזלים בלשכה המשפטית, מזלזלים פה.
",
"אל תפחדי, ארבל. 
",
"למה את עושה ככה, איפה השקיפות שלך? שקיפות שלטונית עלאאק. 
",
"חברים, מי נגד, להרים את היד?
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"רבותיי, זה לא חוקי. 
",
"מי נגד, בבקשה, להרים את היד?
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"רבותיי, זה לא חוקי. 
",
"חברים, אני עושה לפי מה שהיועצת המשפטית - - - מי נגד, בבקשה להרים את ידו. 
",
"הצבעה
",
"בעד – 16
",
"נגד – 16
",
"נמנעים – אין
",
"לא אושר
",
"- - -
",
"אתם לא מסוגלים להעביר חוק פשוט. 
",
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק). 
",
"מה עם המזגנים ברכבת? 
",
"איפה אלקין? 
",
"מה עם המזגנים ברכבת? 
",
"16 מול 16. ברוויזיה היא תבדוק גם לפי המצלמות אם היה 16 מול 16 או 16 מול 17. 
",
"מה יהיה עם הקואליציה הזאת? 
",
"איזה קואליציה. 
",
"עידית - - -
",
"בבקשה לשבת.
",
"גם כשאתם מביאים אותנו ב-08:30 אתם לא מצליחים להשיג רוב. 
",
2,
3,
"אנחנו עוברים לדון בהקדמת הדיון בהצעות החוק הבאות: הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411). הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א–2021 (מ/1412). 
",
"כולם להירשם לדיבור, כולם להירשם לדיבור. 
",
"איזה סעיף, איזה סעיף?
",
"אנחנו רוצים להירשם, יש לנו מה לומר.
",
"אופוזיציה, כולם להירשם. 
",
"חבר הכנסת מאיר פרוש, בבקשה. רגע, לפני כן ידבר נציג משרד המשפטים, עורך הדין יעקב פרידברג. 
",
"עידית, אנחנו אפילו לא יודעים על איזה סעיף אנחנו מדברים.
",
"אמרתי כבר.
",
"לא שמענו. 
",
"תנו לעורך הדין פרידברג לדבר. 
",
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"נועה, אני רוצה להירשם לדיון. 
",
"איפה עורך הדיו יעקב פרידברג? 
",
"הוא לא כאן. 
",
"מה הסעיף? 
",
"יעקב איתנו. 
",
"ויוותר יעקב לבדו.
",
"לא היית ב-08:30.
",
"נא לא לצעוק על פקידי הממשלה. 
",
"עורך הדין פרידברג ינמק את ב (1,2). 
",
"מה הנושא? 
",
"תהיו בשקט, אם יהיה כאן רעש אנחנו פשוט נוציא. 
",
"סדר היום חלק ב, סעיפים 2,3. הצעת חוק הכנסת והצעת חוק-יסוד: הכנסת. 
",
"איך מ-8 הגעת - - -
",
"אחד אחד.
",
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"מה הנושא. 
",
"- - -
",
"- - -
",
"אני הולכת לפי היועצת המשפטית. יעקב פרידברג, בבקשה.
",
"אנחנו מנהלים דיון יחד עם חוק אחר? 
",
"מי שיפריע פשוט יוצא.
",
"אבל לא שמענו מה הנושא. מה הנושא? 
",
"יעקב פרידברג, בבקשה. מי שלא הקשיב שישאל אחר כך, כבר אמרתי שלוש פעמים.
",
"גבירתי היושבת-ראש, מה הנושא? 
",
"יעקב פרידברג, בבקשה. 
",
"מה הנושא? מה הנושא? 
",
"- - - הכנסת. 
",
"איזו נפילה, איזו נפילה, איזו נפילה. 
",
"חברים, מי שעושה רעש שייצא החוצה, שלא יהיה כאן. 
",
"מה הנושא עכשיו? 
",
"אני רק אומרת שההצבעות הבאות תהיינה שמיות. 
",
"גבירתי, מה הנושא עכשיו?
",
"לא חוזרת עליו. הוא מנמק את שתי ההצבעות, שימו לב.
",
"מה הנושא? 
",
"לא שומעים. 
",
"איזה הצעות? 
",
"אתם תקשיבו אז תדעו. 
",
"אבל איך אפשר לדון בשתי הצעות שונות? 
",
"אפשר, היועצת המשפטית אישרה. חברת הכנסת קתי שטרית, קראתי אותך לסדר בפעם הראשונה.
",
"כל היועצים החוצה בבקשה.
",
"מי בעד חיסול הטרור, מי בעד חיסול הטרור? 
",
"כולל העוזרים שלך, כולם. 
",
"היועצים החוצה, תודה. רק חברי כנסת ומנהלי סיעות. 
",
"""כולם"" זה כולל כולם. 
",
"חברים, חברים, יועצים החוצה, תודה. מי שיפריע ייקרא לסדר.
",
"- - - מה הסיפור, שלא יהיו עדים לגניבה.
",
"ששש. 
",
"מה ""ששש""? את מחנכת אותי? 
",
"- - - תש""פ - - -
",
"את מחנכת אותי?
",
"כן. 
",
"חשבתי שאסור לחנך. 
",
"- - - 
",
"תן לו לדבר. 
",
"אנחנו לא שומעים את הדובר.
",
"שמחה רוטמן, שקט. 
",
"- - - הסיעה. 
",
"בבקשה. 
",
"רבותיי חברי הכנסת, בשנת תש""פ יצרה הכנסת- - -
",
"- - -
",
"על מה אתה מדבר עכשיו? 
",
"אני מדבר על פריט 2 ו-3 בסעיף ב. 
",
"תודה.
",
"יצרה הכנסת מוסד חדש במשטר הישראלי – ממשלת החילופין – ממשלה שבה - - -
",
"- - -
",
"ששש. 
",
"- - - ראש ממשלה - - -
",
"חבר הכנסת דוד ביטן, אני קוראת אותך לסדר בפעם השנייה. 
",
"אני? 
",
"הוא לא דיבר בכלל. 
",
"חברת הכנסת מאי גולן - - -
",
"זה היה יעקב אשר, תסתכלי מה את אומרת. 
",
"חברת הכנסת גולן, פעם ראשונה. 
",
"תקראי, כבר הוצאת אותי, אבל תסתכלי על מי את צועקת.
",
"אל תפריעי. 
",
"מה קורה לך?
",
"הגעת מאוחר - - - לאוזן שלך - - - חכה, חכה. 
",
"- - -
",
"חבר הכנסת מרגי, אני קוראת לך בפעם השנייה, אל תפריע, חכה.
",
"למרגי לא קוראים לסדר.
",
"חבר הכנסת מלכיאלי, פעם שנייה. 
",
"- - - 
",
"מדובר על חוק-יסוד וחוק רגיל?
",
"אם אפשר לגנוב הצבעה אפשר לגנוב גם דיון. 
",
"אתם תקשיבו, בבקשה. 
",
"אני שואל אם מדובר על חוק-יסוד וחוק רגיל? 
",
"חוק-יסוד: הכנסת והצעת חוק הכנסת, כן, דיון משולב. 
",
"שניהם אותו נושא?
",
"הן משלימות זו את זו, כן. 
",
"הממשלה ה-35 וגם הממשלה ה-36 הוקמו שתיהן כממשלות חילופין. לאור הניסיון שהצטבר עד כה וכדי לשפר את ההסדרים הנוגעים באופן פעולתה של ממשלה חילופין, מוצעים כמה תיקונים שאציג כעת. אני מדבר בסדר היום על פריטים ב 2. הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51). וכן 3. הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א–2021. 
",
"זה חוק הג'ובים. 
",
"מה הם אומרים. 
",
"שלמה קרעי, אני קוראת אותך לסדר, תודה. 
",
"חבר הכנסת מרגי, אני - - -
",
"שיגיד שזה חוק הג'ובים. 
",
"בסדר, קראתי אותך לסדר בפעם הראשונה. אם תפריעו – תצאו. זה הכי נוח.
",
"רבותיי, אני מבקש שתתנו לי להשלים. 
",
"נא לאפשר לו להסביר, זה חשוב. 
",
"חברים, מי שיפריע ייקרא לסדר, שלוש קריאות לסדר והוצאה החוצה.
",
"הבנו את זה.
",
"יופי. 
",
"הצעת חוק-יסוד: הכנסת מסדירה שלוש סוגיות שאציג אותן כעת. הראשונה היא דחיית המועד הקובע לעניין התפזרות הכנסת במקרה של אי-קבלת חוק התקציב במקרים חריגים שעליהם חל סעיף 36א(ב) בחוק-יסוד: הכנסת, לדוגמה, אחרי בחירות.
",
"השני הוא קביעת המועדת להנחה על שולחן הכנסת של הצעת חוק התקציב השנתי במצבים האמורים. האחרון הוא שינוי בדרך החישוב בהגדלה של המספר המרבי של חברי הכנסת מכל סיעה שרשאים להפסיק את כהונתם בכנסת באופן זמני בעת שהם מכהנים בתפקיד שר או סגן שר.
",
"זה החוק הנורבגי?
",
"כן. 
",
"סליחה, האם - - -
",
"נורבגי משופר. 
",
"חבר הכנסת מעוז, תן לו לסיים. 
",
"לא, לא היה לי - - -
",
"בזמן שלך. 
",
"אלה, אלה - - -
",
"בזמן שלך אתה תקבל התייחסות. לא, חבר הכנסת אבי מעוז, הוא מדבר עכשיו. 
",
"לא היה לי מספיק זמן לעבור על זה. 
",
"חבר הכנסת אבי מעוז, זה לא מעניין אותי שלא היה לך מספיק זמן. 
",
"האם אפשר לתת פירוט?
",
"לא. הוא נותן פירוט ואחר כך, אם יחסר לך, בזמן שלך אתה תדבר.
",
"הוא לא נותן שום פירוט. 
",
"- - - להתייחס כמו שנתת - - -
",
"הוא מקריא את מה שכתוב בדף. 
",
